"FMAID","Preferred Label","Parent FMAID"
72931,"Body of left fornix of forebrain",61968
43963,"Right first plantar metatarsal artery",43959
64167,"Subdivision of laryngeal vestibule",55404
70177,"Trunk of acetabular part of left obturator artery",70175
54137,"Perimysium of inferior oblique",54131
43887,"Left adductor minimus",43885
28872,"Periosteum of right articular process of tenth thoracic vertebra",28851
54383,"Left orbital opening",53134
63980,"Ligament of sternoclavicular joint",25624
17019,"Pelvic surface of ischial body",65133
41563,"Bony part of proximal epiphysis of proximal phalanx of left ring finger",41561
53092,"Anatomical border of skull bone",53131
36074,"Periosteum of distal epiphysis of left fourth metatarsal bone",36072
28010,"Fibrous membrane of articular capsule of lateral atlanto-axial joint",28001
280106,"Set of type D cells of pancreatic islet",280093
10796,"Right fifth anterior thoracic radicular vein",10795
29500,"Compact bone of left inferior articular process of twelfth thoracic vertebra",26942
322395,"Skin of posterolateral part of thigh",322273
32239,"Bony part of pedicle of second lumbar vertebra",29997
322393,"Skin of posteromedial part of knee",322285
322394,"Skin of posteromedial part of thigh",322273
322396,"Skin of anterolateral part of thigh",322273
322390,"Skin of anteromedial part of knee",322285
322399,"Skin of lateral part of hand",322225
322391,"Skin of posterolateral part of knee",322285
322392,"Skin of anterolateral part of knee",322285
322397,"Skin of interdigital region of palm",322336
322398,"Skin of interdigital region of back of hand",322272
78208,"Tributary of lingual vein",77959
86297,"Left jugular process",75750
84595,"Anterior prostatic lymphatic tree",84594
27836,"Synovial fluid of T5-T6 vertebral arch joint",27629
278369,"Set of distal superior pancreatic lymphatic vessels",278223
278367,"Set of inferior pancreatic lymphatic vessels",278223
278361,"Set of superior pancreaticoduodenal lymphatic vessels",278223
278365,"Set of splenic lymphatic vessels",278223
278363,"Set of pancreaticoduodenal lymphatic vessels",278223
76794,"Set of peripheral autonomic plexuses and ganglia",78562
51908,"Left superior macular artery",51904
62539,"Thoraco-abdominal plane",62532
84517,"Parenchyma of inferior part of medial bronchopulmonary subsegment",84515
25013,"Tectorial membrane of atlanto-occipital joint",25014
84705,"Acrocentric centromere",84689
57011,"Membranous layer of secondary tympanic membrane",57006
11675,"Communicating branch of seventh intercostal nerve",6068
56474,"Left stylohyal",56472
23803,"Base of spine of scapula",23817
52617,"Trunk of trigeminal nerve",5931
32360,"Surface of left mamillary process of fourth lumbar vertebra",32351
271664,"Brodmann area 33 of right anterior cingulate gyrus",271662
271662,"Brodmann area 33 of anterior cingulate gyrus",271269
271668,"Brodmann area 19 of cuneus",271245
271660,"Brodmann area 19 of left middle temporal gyrus",271656
271666,"Brodmann area 33 of left anterior cingulate gyrus",271662
29616,"Trabecular bone of left superior articular process of twelfth thoracic vertebra",29614
296161,"Synovial subintima of left acromioclavicular joint",296157
296166,"Fibrous membrane of articular capsule of right acromioclavicular joint",34873
296168,"Fibrous membrane of articular capsule of left acromioclavicular joint",34873
78897,"Trunk of lateral plantar nerve",78839
73684,"Left fastigial nucleus",72537
29189,"Trabecular bone of right lamina of first thoracic vertebra",29174
291892,"C6 ventral column nucleus of inferior subscapular nerve",291844
291898,"C5 ventral column nucleus of right inferior subscapular nerve",291890
291894,"C6 ventral column nucleus of right inferior subscapular nerve",291892
291890,"C5 ventral column nucleus of inferior subscapular nerve",291844
291896,"C6 ventral column nucleus of left inferior subscapular nerve",291892
46316,"Rectus capitis lateralis",64875
62353,"Calsequestrin",67902
84691,"Kinetochore",84688
62720,"Submucosa of apical segmental bronchus of right upper lobe",62723
78784,"Trunk of levator ani muscle branch of right perineal nerve",78783
33258,"Bony part of distal metaphysis of humerus",33252
326682,"Superior orifice of posterior semicircular canal",326677
70500,"Anterior superior segmental renal artery",70494
84664,"Peripheral neuron",329133
68218,"Right medial basal segmental bronchial tree",68320
16810,"Descending branch of meningeal branch of right first lumbar nerve",16805
83678,"Layer of dentate gyrus",83142
87534,"Lumen of subsegmental part of medial basal segmental bronchial tree",87533
80612,"Trunk of branch of auricular branch of vagus nerve to floor of external acoustic meatus",80602
40472,"Bony part of distal phalanx of left thumb",40470
79117,"Superficial fascia of left middle finger",79115
73639,"Left spinal trigeminal tract of pons",72507
328230,"Left fetal levator labii superioris alaeque nasi",328228
30284,"Bony part of posterior arch of atlas",29806
35989,"Trabecular bone of distal metaphysis of right fourth metatarsal bone",35988
17595,"Root of fifth lumbar nerve",16421
71078,"T6 part of left main bronchus",86171
57809,"Fascia of right pelvic girdle",57808
20628,"Internal oblique branch of hypogastric branch of right iliohypogastric nerve",20625
73955,"Left ventral spinocerebellar tract of spinal cord",73953
17093,"Gastric canal",86116
63555,"Nonarticular part of glenoid",13451
26449,"Left superior articular process of sixth cervical vertebra",26445
271740,"Brodmann area 31 of cuneus",271265
271742,"Brodmann area 31 of right cuneus",271740
271744,"Brodmann area 31 of left cuneus",271740
271748,"Brodmann area 39 of right superior occipital gyrus",271746
271746,"Brodmann area 39 of superior occipital gyrus",271281
35603,"Bony part of proximal metaphysis of right first metatarsal bone",35602
29059,"Compact bone of posterolateral part of body of sixth thoracic vertebra",26125
290591,"Mesial surface of left first upper molar tooth",290587
290595,"Mesial surface layer of upper molar tooth",290593
290599,"Distal surface of first upper molar tooth",56325
290597,"Mesial surface layer of lower molar tooth",290593
290593,"Mesial surface layer of molar tooth",55650
81479,"Nerve to right eighth innermost intercostal muscle",81417
30066,"Bony part of left lamina of fifth cervical vertebra",30058
300669,"Superficial fascia of region of shoulder",34983
300663,"Integument of region of hip",74764
326895,"Tubular array of rough endoplasmic reticulum",86457
44469,"Fourth interosseous intermetatarsal ligament",44428
25202,"Shoulder",9661
47061,"Perimysium of left extensor hallucis longus",47059
58562,"Midpalmar septum",58565
54916,"Right pterygoid tubercle",54915
83645,"Endothelium of papillary muscle of left ventricle",63916
19719,"Seminal colliculus",302371
78061,"Trunk of medial superior segmental tributary of left hepatic vein",78053
45202,"Right anserine bursa",45201
54895,"Medial surface of lateral plate of left pterygoid process",54893
86065,"Myocardial zone 13",223185
57577,"Internal surface of right temporal bone",57575
80079,"Nerve to fibularis longus",44808
26835,"Compact bone of body of first thoracic vertebra",26117
268359,"C5 segment of left lateral corticospinal tract",268291
268353,"C4 segment of right lateral corticospinal tract",268289
268355,"C4 segment of left lateral corticospinal tract",268289
268351,"C3 segment of left lateral corticospinal tract",268287
268357,"C5 segment of right lateral corticospinal tract",268291
69680,"Lateral part of trunk of plantar digital artery of right fifth toe",69679
25371,"Lateral surface of ring finger",25317
38005,"Trabecular bone of right superior articular process of first lumbar vertebra",38004
39357,"Epimysium of flexor digiti minimi brevis of right hand",39356
68235,"Anterior segmental bronchial tree",68208
80807,"Trunk of branch of posterior auricular nerve",80800
73378,"Left anterior thalamic peduncle",62074
79961,"Trabecular bone of left eleventh thoracic vertebra",26714
78635,"Trunk of inferior branch of right transverse cervical nerve",78634
67565,"Wall of smooth endoplasmic reticulum tubule",85553
47884,"Perimysium of scalenus anterior",47878
59152,"Sweat gland",62882
328240,"Left fetal transversus menti",328238
63840,"Cell nucleus",63832
51129,"Superficial fascia of dorsum of left foot",51127
32312,"Bony part of left superior articular process of fifth lumbar vertebra",32302
323124,"Vitelline blood vessel of placenta",85537
323122,"Subchorionic space",293129
323126,"Vitelline vein of placenta",323124
323123,"Set of vitelline blood vessel of placenta",299967
323128,"Fetal surface of placenta",323129
323121,"Chorion laeve",85537
323120,"Chorionic plate",85537
323125,"Vitelline artery of placenta",323124
323129,"Surface layer of extra-embryonic structure",85537
323127,"Omphalomesenteric duct",85537
63117,"Wall of pancreatic acinus",86103
36084,"Compact bone of right fifth metatarsal bone",36083
82444,"Branch of right sixth intercostal nerve to right transversus thoracis",82436
75235,"Set of corticorubral fibers",75188
49690,"Right deep auricular artery",49689
298341,"Areolar tubercle of left breast",58091
29834,"Bony part of right transverse process of seventh cervical vertebra",29821
298346,"Left scalene tubercle",76639
298344,"Right scalene tubercle",76639
41205,"Trabecular bone of proximal epiphysis of proximal phalanx of left middle finger",41203
79018,"Trunk of lateral dorsal digital nerve of second toe",79017
84069,"Delayed type hypersensitivity-related T lymphocyte",62870
47422,"Muscle fasciculus of levator labii superioris alaeque nasi",68013
326697,"Right lateral half of anterior abdominal wall",321757
290559,"Occlusal surface of right second lower premolar tooth",290557
29055,"Compact bone of posterolateral part of body of second thoracic vertebra",26125
290551,"Distal surface of second lower premolar tooth",56294
290555,"Distal surface of left second lower premolar tooth",290551
290557,"Occlusal surface of second lower premolar tooth",56294
290553,"Distal surface of right second lower premolar tooth",290551
48400,"Tendon of right longissimus thoracis",48399
26033,"Conoid part of left coracoclavicular ligament",26031
260339,"Network of trabecular spaces in bone tissue of right fourth rib",260337
260333,"Network of trabecular spaces in bone tissue of right third rib",260331
260331,"Network of trabecular spaces in bone tissue of third rib",259663
260337,"Network of trabecular spaces in bone tissue of fourth rib",259663
260335,"Network of trabecular spaces in bone tissue of left third rib",260331
67769,"Left inframammary fold",62109
26373,"Periosteum of transverse process of fifth cervical vertebra",25711
263734,"Areolar connective tissue of lamina propria mucosae of rectum",63897
263738,"Areolar connective tissue of capsule of parathyroid gland",63897
263736,"Areolar connective tissue of fibrous capsule of thyroid gland",63897
263732,"Areolar connective tissue of subserosa of sigmoid colon",63897
263730,"Areolar connective tissue of lamina propria mucosae of descending colon",63897
19964,"Lesser curvature proper of stomach",19963
52999,"Branch of mandibular nerve",52607
13906,"Variant branch of right coronary arterial tree",66327
51734,"Compact bone of intermediate cuneiform bone",51730
59438,"Right sublingual fossa",59434
43193,"Surface of proximal phalanx of left ring finger",43188
260259,"Cavity of third rib",259489
260255,"Cavity of right second rib",260253
260251,"Cavity of left first rib",260247
260257,"Cavity of left second rib",260253
260253,"Cavity of second rib",259489
37757,"Skin of left pelvic girdle",37755
33630,"Proximal surface of body of talus",33623
80545,"Trunk of branch of mandibular nerve to otic ganglion",80507
29618,"Trabecular bone of left superior articular process of eleventh thoracic vertebra",29613
39822,"Articular surface of head of ulna",66179
65740,"Medial branch of posterior ramus of left fourth cervical nerve",65617
59049,"Right infra-orbital canal",59048
21875,"Right posterior scrotal nerve",21867
19314,"Mucosa of ampulla of right deferent duct",19289
69061,"Wall of apical segmental bronchus",62553
41266,"Trabecular bone of distal epiphysis of phalanx of middle finger",40349
37534,"Proximal epiphysis of phalanx of little finger",226482
15018,"Serosa of transverse colon",20637
49687,"Third part of left maxillary artery",49681
37444,"Second palmar interosseous of right hand",37437
326750,"Posterior mediastinal segment of azygos vein",67316
23114,"Right subscapular vein",23113
231143,"Vasculature of bony part of proximal phalanx of third toe",231121
231147,"Vasculature of bony part of distal phalanx of third toe",231121
231141,"Vasculature of bony part of distal phalanx of second toe",231119
231145,"Vasculature of bony part of middle phalanx of third toe",231121
231149,"Vasculature of bony part of proximal phalanx of fourth toe",231123
84862,"Cavity of rough endoplasmic reticulum",84806
30186,"Bony part of superior articular process of thoracic vertebra",29744
301867,"Proximal tendon proper of rectus femoris",301243
301869,"Proximal tendon proper of right rectus femoris",301867
301865,"Proximal tendon of left rectus femoris",301861
301863,"Proximal tendon of right rectus femoris",301861
301861,"Proximal tendon of rectus femoris",301241
42648,"Synovial tendon sheath of right index finger",42641
16813,"Descending branch of meningeal branch of left second lumbar nerve",16806
17607,"Lumen of left hepatic duct",18375
32171,"Periosteum of left superior articular process of fourth lumbar vertebra",32161
321717,"Set of fetal membranes",321716
321719,"Left posterior intercostal vein",4858
321711,"Ulnar collateral ligament of metacarpophalangeal joint of middle finger",321708
321713,"Ulnar collateral ligament of metacarpophalangeal joint of little finger",321708
321710,"Ulnar collateral ligament of metacarpophalangeal joint of index finger",321708
321715,"Peripheral segment of peripheral nerve of upper limb",288190
321714,"Ulnar collateral ligament of interphalangeal joint of thumb",42819
321718,"Right posterior intercostal vein",4858
321716,"Set of extra-embryonic structures",55652
321712,"Ulnar collateral ligament of metacarpophalangeal joint of ring finger",321708
7668,"Trunk of right ninth thoracic nerve",7660
7664,"Trunk of right seventh thoracic nerve",7658
7661,"Trunk of tenth thoracic nerve",6988
7667,"Trunk of left eighth thoracic nerve",7659
7663,"Trunk of twelfth thoracic nerve",6988
7669,"Trunk of left ninth thoracic nerve",7660
7666,"Trunk of right eighth thoracic nerve",7659
7662,"Trunk of eleventh thoracic nerve",6988
7660,"Trunk of ninth thoracic nerve",6988
7665,"Trunk of left seventh thoracic nerve",7658
78391,"Trunk of vastus medialis branch of left femoral nerve",78389
315669,"Vasculature of periosteum of first thoracic vertebra",315649
315665,"Vasculature of periosteum of sixth cervical vertebra",315647
315663,"Vasculature of periosteum of fifth cervical vertebra",315647
315661,"Vasculature of periosteum of fourth cervical vertebra",315647
315667,"Vasculature of periosteum of seventh cervical vertebra",315647
62531,"Wall of left interlobar bronchus",62529
64050,"Synovial membrane of articular capsule of metacarpophalangeal joint of left thumb",64038
62157,"Outer segment of cone cell",67787
76622,"Desmocranium",328092
18532,"Internal surface of ampulla of uterine tube",18522
82997,"Surface of connective tissue cell",67653
38563,"Ulnar head of left pronator teres",38559
81341,"Nerve to right rhomboid minor",81338
83585,"Histiocyte",63261
63042,"Muscle layer of abdominal part of esophagus",63039
58510,"Ciliary margin of left iris",58508
82363,"Tenth levator costae",82353
60903,"Synovial membrane of articular capsule of incudomallear joint",9865
53301,"Temporal branch of right facial nerve",53291
26629,"Right posterolateral part of body of fifth thoracic vertebra",26613
266293,"Dura mater of posterior root of right fourth cervical nerve",266247
266299,"Dura mater of posterior root of left fifth cervical nerve",266249
266291,"Dura mater of posterior root of left third cervical nerve",266245
266295,"Dura mater of posterior root of left fourth cervical nerve",266247
266297,"Dura mater of posterior root of right fifth cervical nerve",266249
21991,"Aponeurosis proper of left transversus abdominis",21840
25902,"Left acromioclavicular joint",25898
259020,"Lunule of nail of left fifth toe",259016
58199,"Neck of premolar tooth",55627
10847,"T9 part of internal vertebral venous plexus",12850
31167,"Surface of superior articular process proper of fourth lumbar vertebra",31083
311679,"Distal region of muscle body of left popliteus",311675
311677,"Distal region of muscle body of right popliteus",311675
311671,"Head region of muscle body of right popliteus",311669
311673,"Head region of muscle body of left popliteus",311669
311675,"Distal region of muscle body of popliteus",298816
38926,"Humeroradial part of articular capsule of left elbow joint",38918
28411,"Surface of process of twelfth thoracic vertebra",24804
284115,"Internal granular layer of left Brodmann area 36",282823
284117,"Internal pyramidal layer of right Brodmann area 36",282917
284113,"Internal granular layer of right Brodmann area 36",282823
284111,"External pyramidal layer of left Brodmann area 36",282719
284119,"Internal pyramidal layer of left Brodmann area 36",282917
81316,"Nerve to infraspinatus muscle (2)",81314
41432,"Trabecular bone of distal phalanx of left ring finger",41430
81378,"Nerve to right serratus anterior (2)",81374
72846,"Right anterior perforated substance",61891
31462,"Compact bone of posterolateral part of body of second lumbar vertebra",31442
314621,"Bony part of right temporal bone",314619
314623,"Bony part of left temporal bone",314619
314629,"Bone of temporal bone",284641
39570,"Muscle fasciculus of second dorsal interosseous of left hand",39568
84049,"Spermatocyte",72290
50895,"Right angular vein",50893
41899,"Bone of distal epiphysis of proximal phalanx of right thumb",41895
57835,"Pleura of mediastinal surface of posterior segment of left upper lobe",57833
59761,"Palatine tonsillar crypt",55044
60411,"Nail bed proper of right middle finger",60404
79714,"Set of rootlets of second lumbar nerve",79691
223478,"Compartment of early endosome",223434
223476,"Compartment of lysosome",223411
22347,"Left pyramidalis",15568
223474,"Compartment of cell nucleus",223411
223470,"Compartment of smooth endoplasmic reticulum vesicle",223468
223472,"Compartment of rough endoplasmic reticulum vesicle",223468
14033,"Collateral branch of right fifth intercostal nerve",14017
56857,"Mesiolingual cusp of right upper second molar tooth",56850
58805,"Digital slip of right plantar aponeurosis",58804
62594,"Lumen of subsegmental bronchus",62646
27096,"Surface of inferior articular process of fourth cervical vertebra",24697
270965,"White matter of left posterior orbital gyrus",270931
270969,"White matter of left medial orbital gyrus",270933
270961,"White matter of left anterior orbital gyrus",270929
270963,"White matter of right posterior orbital gyrus",270931
270967,"White matter of right medial orbital gyrus",270933
75225,"Set of parietopontine fibers",75188
78001,"Trunk of tributary of deep circumflex iliac vein",45846
86455,"Region of cell component",61764
32295,"Bony part of articular process of fifth lumbar vertebra",30148
322955,"Interdigital skin between ring finger and little finger",322226
322952,"Anterior labial branch of deep external pudendal artery",322951
322953,"Branch of deep external pudendal artery",70251
322951,"Branch of deep external pudendal artery (female)",322953
322957,"Ampullary part of great cardiac vein",322956
322958,"Superficial fascia of vermilion border region of lip",86157
322954,"Superficial fascia of of lower part of nasal septum",86157
322950,"Anterior scrotal branch of deep external pudendal artery",322949
322959,"Region of surface of tongue",24210
322956,"Zone of great cardiac vein",67319
29900,"Bony part of body of tenth thoracic vertebra",29890
299006,"Head of teres minor",85453
40079,"Articular cartilage of hamate facet of triquetral",33328
23734,"Subdivision of surface of scaphoid",33366
50561,"Right pontine artery",50560
329080,"Systemic capillary bed of region of upper limb",329047
37790,"Skin of thigh",37758
60086,"Lumen of bony part of right pharyngotympanic tube",60082
60150,"Palmar layer of nail of right little finger",60149
16836,"Descending branch of meningeal branch of left coccygeal nerve",16804
84614,"Cavity of right side of heart",24034
18191,"Groove for right fifth rib",18190
13861,"Superior costotransverse ligament of left costotransverse joint",8958
38742,"Aponeurosis of right trapezius",38735
68323,"Apical ramus of apical segmental bronchus",68327
25824,"Trabecular bone of posterolateral part of body of seventh cervical vertebra",25816
258242,"C5 segment of right dorsal funiculus of spinal cord",258240
258246,"C6 segment of dorsal funiculus of spinal cord",258192
258244,"C5 segment of left dorsal funiculus of spinal cord",258240
258248,"C6 segment of right dorsal funiculus of spinal cord",258246
258240,"C5 segment of dorsal funiculus of spinal cord",258192
57400,"Right trochlear fovea",57399
62299,"A-tubule of triplet microtubule of kinetosome of cilium",62298
10558,"Muscular branch of right fourth posterior intercostal artery",12413
86773,"Superior mediastinal segment of vagus nerve",80282
28114,"Fibrous membrane of articular capsule of right L3-L4 vertebral arch joint",28083
281141,"Capillary network of synovial tendon sheath",281127
281143,"Capillary network of synovial capsule of joint",281127
281145,"Systemic capillary plexus of anatomical cluster",264934
281147,"Systemic capillary network of subdivision of cardinal body part",264934
54945,"Temporal surface of squamous part of left temporal bone",54943
74024,"Left zona spongiosa",74022
65829,"Communicating branch between right C4 and C5 anterior rami",65828
82422,"Nerve to right eleventh levator costae",82400
64068,"Articular capsule of metatarsophalangeal joint of second toe",43578
50336,"Paracentral branch of callosomarginal artery",50331
59219,"Lateral surface of zygomatic bone",59218
78852,"Trunk of lateral calcaneal branch of left sural nerve",78850
71423,"Set of plantar metatarsal ligaments",70773
40302,"Diaphysis of proximal phalanx of thumb",40296
51712,"Periosteum of right cuboid bone",51711
283305,"Internal granular layer of right Brodmann area 11",282773
283307,"Internal granular layer of left Brodmann area 11",282773
28330,"Anterior surface of lamina of third thoracic vertebra",24798
283309,"Internal pyramidal lamina of right Brodmann area 11",282867
283303,"External pyramidal layer of left Brodmann area 11",282669
283301,"External pyramidal layer of right Brodmann area 11",282669
20681,"Subdivision of supracolic space",20679
72230,"Tendon of flexor digitorum brevis",9721
33907,"Bony part of distal epiphysis of left tibia",33905
20406,"Superficial fascia of lower anterior abdominal wall",18084
86978,"Neural network of wall of stomach",86979
44961,"Tibial tubercle perforator",21378
30079,"Bony part of lamina of seventh thoracic vertebra",30053
300798,"Skeletal muscle tissue of right levator scapulae",300795
300793,"Skeletal muscle tissue of left rhomboid minor",300788
300791,"Skeletal muscle tissue of right rhomboid minor",300788
300795,"Skeletal muscle tissue of levator scapulae",14069
65870,"C6 root of left long thoracic nerve",65868
38386,"Trabecular bone of lumbar vertebral arch",24339
59162,"Ethmoidal crest of right palatine bone",59161
50089,"Left anterior choroidal artery",50087
72841,"Left substantia innominata",61885
52864,"Right lateral part of occipital bone",52859
41393,"Periosteum of distal epiphysis of middle phalanx of left middle finger",41391
15346,"Posterior branch of lateral cutaneous branch of ventral branch of right fourth lumbar artery",15345
43454,"Anteromedial surface of diaphysis of right third metacarpal bone",43447
27803,"Synovial cavity of right L4-L5 vertebral arch joint",27795
278031,"Upper limb segment of thoracic duct tree",278025
278033,"Thoracic segment of thoracic duct tree",278025
278037,"Lower limb segment of thoracic duct tree",278025
278035,"Abdominal segment of thoracic duct tree",278025
278039,"Segment of lumbar lymphatic tree",86189
85815,"Liquid",281395
62116,"Endothelium of artery",63916
42253,"Nutrient foramina of right triquetral",42245
57762,"Greater palatine groove",57706
320861,"Head of auricularis superior",320081
32086,"Periosteum of left posterolateral part of body of fifth lumbar vertebra",32082
320866,"Head of left auricularis superior",320861
320864,"Head of right auricularis superior",320861
320868,"Distal zone of auricularis superior",320114
68265,"Lymphatic chain of left superior segmental bronchus",68263
38637,"Radial head of flexor digitorum superficialis",326258
48708,"Perimysium of serratus posterior superior",48702
59799,"Buccal fat pad",58616
57574,"External surface of occipital bone",75745
263816,"Neural tissue of trigeminal nerve",263798
263810,"Neural tissue of trochlear nerve",263798
26381,"Costal element of right transverse process of fifth cervical vertebra",26374
263814,"Neural tissue of left trochlear nerve",263810
263818,"Neural tissue of right trigeminal nerve",263816
263812,"Neural tissue of right trochlear nerve",263810
62719,"Submucosa of anteromedial bronchus",62670
62385,"Wall of transverse tubule of muscle cell",67269
74966,"External part of macula of utricle of right membranous labyrinth",72228
17321,"External surface of transverse colon",17313
82081,"Medial branch of posterior ramus of left tenth thoracic nerve to left longissimus thoracis",82065
47222,"Epimysium of right flexor digitorum brevis",47221
21625,"Adventitia of subdivision of minor calyx",21572
19995,"Pudendal cleft",24201
77827,"Striola",29733
51716,"Fibrocartilage of cuboid bone",51714
85703,"Alpha cell",29733
32379,"Cartilage of superior surface of central part of body of fifth sacral vertebra",32368
58783,"Left adductor canal",58781
69627,"Medial part of trunk of dorsal digital artery of fourth toe",69617
81153,"Brodmann area 52",68596
81713,"Nerve to right tenth thoracic intertransversarius",81710
73602,"Right peduncle of superior olive",72486
35036,"Second metatarsal facet of left lateral cuneiform bone",35031
70642,"Apocrine sweat gland proper",70625
53356,"Branch of lower deep buccal branch of facial nerve to orbicularis oris",53355
38313,"Skin of left middle finger",38311
17978,"Anterior rootlet of right first sacral nerve",17970
50504,"Intracranial part of left vertebral artery",50496
37936,"Bony part of inferior surface of body of second lumbar vertebra",30553
15818,"Hepatovenous segment IXd",15737
40040,"Synovial membrane of articular capsule of wrist joint",9865
72427,"Cuneiform nucleus",62443
328009,"Fetal zygomatic bone",321629
46730,"Tensor veli palatini",46726
37822,"Lymphatic group of right axilla",274321
37795,"Skin of anterior part of left thigh",37793
76857,"Anterior ligament of proximal epiphysis of fibula",44580
309978,"Posterior nerve rootlet complex of medial cutaneous nerve of left arm",309974
30997,"Prehilar fissural margin of mediastinal surface of left lower lobe",30700
309974,"Posterior nerve rootlet complex of medial cutaneous nerve of arm",309752
309976,"Posterior nerve rootlet complex of medial cutaneous nerve of right arm",309974
309970,"T1 posterior nerve rootlet complex of medial cutaneous nerve of right forearm",309968
309972,"T1 posterior nerve rootlet complex of medial cutaneous nerve of left forearm",309968
56793,"Lingual cusp of right upper second premolar tooth",56792
43626,"Trabecular bone of sacrum",24019
61637,"Superficial fascia of upper outer quadrant of breast",61629
60906,"Fibrous membrane of articular capsule of right incudomallear joint",60902
50255,"Set of right prevertebral muscles",32593
50341,"Right distal medial striate artery",50327
69178,"Apical part of apicoposterior bronchopulmonary subsegment",69177
38580,"Belly of flexor carpi radialis",9719
74102,"Set of subarachnoid fissures",71918
37326,"Surface of right adrenal gland",37325
17635,"Renal column of left kidney",17633
79170,"Skin of palm proper",322225
27103,"Surface of fifth cervical vertebra",24318
271033,"White matter of superior parietal lobule",270911
271031,"White matter of angular gyrus",270911
271037,"White matter of left postcentral gyrus",271027
271035,"White matter of right postcentral gyrus",271027
271039,"White matter of right supramarginal gyrus",271029
41689,"Bone of proximal epiphysis of proximal phalanx of little finger",41680
50085,"Right posterior communicating artery",50084
39356,"Epimysium of flexor digiti minimi brevis of hand",39353
12253,"Suprapatellar bursa",312082
83002,"Skeletal muscle fiber proper",72337
81361,"Nerve to left latissimus dorsi (2)",81356
326278,"Inferior surface of cervix",17760
79752,"Skin of zygomatic part of left cheek",79750
65461,"Communicating branch between right C1 and C2 posterior rami",65460
47690,"Perimysium of right stylopharyngeus",47689
329158,"Ingiunal segment of round ligament of uterus",329156
29661,"Trabecular bone of right inferior articular process of seventh thoracic vertebra",29645
296618,"Bicipital space",84926
296612,"Biceps pulley",14462
296616,"Left biceps pulley",296612
296614,"Right biceps pulley",296612
42584,"Short vinculum of tendon of right flexor digitorum superficialis to right middle finger",42579
24392,"Compact bone of right inferior articular process of vertebra",24391
83887,"Declive of vermis of cerebellum",278629
302412,"Collagen fiber of tendon",72154
30241,"Bony part of left inferior articular process of eleventh thoracic vertebra",30236
302414,"Collagen fiber of skeletal ligament",72154
302410,"Left definitive choana",296761
302418,"Set of perforating fibers of bone",302416
302416,"Anatomical set of acellular structures",55652
328163,"Left fetal inferior rectus",328161
76329,"Branch of musculophrenic artery",70358
56292,"Buccal surface layer of left first upper premolar tooth",56263
81561,"Right sixth posterior cervical intertransversarius",81535
13105,"Orifice of right principal bronchus",3724
66855,"Ectoplasm",72443
31731,"Sacral vertebral canal",9679
30439,"Sphincter urethrovaginalis",19727
304390,"Proximal tendon of right semitendinosus",46931
304392,"Proximal tendon of left semitendinosus",46931
304394,"Distal tendon of right semitendinosus",46932
304396,"Distal tendon of left semitendinosus",46932
87135,"Vasculature of left lobe of prostate",87125
40690,"Muscle fasciculus of right brachioradialis",40685
58506,"Adipose layer of palmar fascia of left hand",58504
25769,"Compact bone of transverse process of fourth cervical vertebra",25613
257690,"Nucleus proprius of cervical segment of dorsal gray column of spinal cord",257688
257696,"Nucleus proprius of cervical segment of left dorsal gray column of spinal cord",257690
257693,"Nucleus proprius of cervical segment of right dorsal gray column of spinal cord",257690
51866,"Bone of middle phalanx of left third toe",51855
32342,"Surface of inferior articular process of axis",24697
323421,"Lower jugular lymph node",232854
323426,"Dorsal pancreatic duct",69067
323425,"Superior inguinal lymph node",5036
323423,"Set of posterior triangle cervical lymph nodes",70776
323420,"Upper jugular lymph node",232854
323422,"Middle jugular lymph node",232854
323427,"Ventral pancreatic duct",69067
323428,"Proximal third of common bile duct",71893
323424,"Posterior triangle cervical lymph node",61213
323429,"Middle third of common bile duct",71893
34701,"Proximal part of posterior surface of calcaneus",34700
33014,"Diaphysis of distal phalanx of left third toe",33012
36327,"Distal epiphyseal plate of left first metacarpal bone",36325
75929,"Trunk of right superior temporal retinal artery",75928
11692,"Muscular branch of eighth intercostal nerve",6062
31586,"Border of diaphysis of right humerus",31582
315869,"Vasculature of periosteum of proximal phalanx of big toe",315857
315863,"Vasculature of periosteum of phalanx of fourth toe",315730
315865,"Vasculature of periosteum of phalanx of little toe",315730
315861,"Vasculature of periosteum of phalanx of third toe",315730
11619,"Cutaneous branch of lateral branch of posterior ramus of right first thoracic nerve",11618
32518,"Deep extrinsic muscle of shoulder",32516
44179,"Bony part of head of right talus",44176
59887,"Apex of parotid gland",9658
73141,"Palmar ligament of carpometacarpal joint",73139
26829,"Articular cartilage of inferior articular process of seventh thoracic vertebra",26173
268295,"C7 segment of lateral corticospinal tract",268275
268299,"T1 segment of lateral corticospinal tract",268277
268291,"C5 segment of lateral corticospinal tract",268275
268293,"C6 segment of lateral corticospinal tract",268275
268297,"C8 segment of lateral corticospinal tract",268275
35191,"Left distal tibiofibular joint",10465
80838,"Trunk of branch of temporal branch of left facial nerve to left orbicularis oculi",80836
26876,"Compact bone of pedicle of sixth thoracic vertebra",26128
268766,"Set of cartilages of sacrum",268758
268760,"Set of cartilages of cervical vertebra",268758
268762,"Set of cartilages of thoracic vertebra",268758
268764,"Set of cartilages of lumbar vertebra",268758
268768,"Set of cartilages of atlas",268760
52353,"Pleura of peripheral diaphragmatic surface of right lung",52352
