"FMAID","Preferred Label","Parent FMAID"
316732,"Trunk of left fourth posterior thoracic radicular vein",316658
316734,"Trunk of right fifth posterior thoracic radicular vein",316660
316738,"Trunk of right sixth posterior thoracic radicular vein",316662
47076,"Perimysium of left extensor digitorum longus",47074
41450,"Trabecular bone of proximal epiphysis of proximal phalanx of right ring finger",41449
33275,"Fibrocartilage of left humerus",33273
77797,"Set of interstitial nuclei of anterior hypothalamus",256381
39347,"Tendon of abductor digiti minimi of right hand",39346
32952,"Proximal epiphysis of distal phalanx of big toe",32887
33268,"Distal epiphyseal plate of humerus",33262
79417,"Digastric branch of left posterior auricular artery",79415
33657,"Navicular surface of head of right talus",33610
13610,"Inferior costal facet of body of ninth thoracic vertebra",9146
15581,"Cortex of kidney",86309
291526,"T1 dorsal column nucleus of right ulnar nerve",291524
29152,"Trabecular bone of right pedicle of second thoracic vertebra",29139
291528,"T1 dorsal column nucleus of left ulnar nerve",291524
291524,"T1 dorsal column nucleus of ulnar nerve",291508
291522,"C8 dorsal column nucleus of left ulnar nerve",291518
291520,"C8 dorsal column nucleus of right ulnar nerve",291518
45251,"Medial femoral cutaneous nerve",45250
62154,"Rhomboidal nucleus",83840
18396,"Subserosa of isthmus of right uterine tube",18326
4434,"Prelaminar branch of left fourth posterior intercostal artery",12345
4435,"Anterior radicular branch of left fourth posterior intercostal artery",12357
4432,"Spinal branch of dorsal branch of left fourth posterior intercostal artery",12321
4439,"Postlaminar branch of dorsal branch of left fourth posterior intercostal artery",12470
4430,"Precentral branch of left fourth posterior intercostal artery",12299
4431,"Dorsal branch of left fourth posterior intercostal artery",12310
4433,"Postcentral branch of left fourth posterior intercostal artery",12334
4436,"Posterior radicular branch of left fourth posterior intercostal artery",12379
4438,"Medial branch of dorsal branch of left fourth posterior intercostal artery",12459
4437,"Medullary branch of left fourth posterior intercostal artery",12368
71814,"Subserosa of region of liver",85413
30398,"Cartilage of superior surface of central part of body of eleventh thoracic vertebra",30380
303981,"Belly of left internal oblique",65119
49005,"Deep part of left masseter",49003
35877,"Bony part of diaphysis proper of right third metatarsal bone",35876
32399,"Left neurocentral junction of first sacral segment",32397
323993,"Surface of subdivision of back of thorax",24122
323992,"Surface of thoracic segment of trunk",61548
323990,"Paravertebral part of back of abdomen",259104
323994,"Surface of lower part of back of thorax",74831
323996,"Surface of thoracolumbar part of back",61548
323995,"Surface of upper part of back of thorax",74831
323999,"Paracolic compartment",61194
323991,"Subdivision of surface of elbow",24176
323998,"Surface of loin",61551
323997,"Surface of axilla fold",61571
82274,"L5 branch to left iliocostalis lumborum",82252
56413,"Mesial surface layer of left first upper molar tooth",56405
85556,"Organelle tubule",86454
71387,"Set of cranial synchondroses",284623
297926,"Muscle body of ischiocavernosus",297500
29792,"Bony part of fifth lumbar vertebra",29750
297920,"Muscle body of deep transverse perineal muscle",297500
297922,"Muscle body of left deep transverse perineal muscle",297920
297924,"Muscle body of right deep transverse perineal muscle",297920
297928,"Muscle body of right ischiocavernosus",297926
46264,"Belly of first lumbrical of left foot",46262
73381,"Right posterior thalamic peduncle",62077
36759,"Periosteum of shaft of left fourth metacarpal bone",36757
72087,"Cutaneous branch of medial branch of posterior ramus of third cervical nerve",72089
80236,"Nerve to second dorsal interosseous of left hand",80234
42913,"Metaphysis of left fifth metacarpal bone",42911
84319,"Surface proper of left sartorius",84307
56907,"Mesiobuccal cusp of right lower third molar tooth",56897
73116,"Peri-acinar part of fibrous mass of right breast",62105
80217,"Branch of deep branch of ulnar nerve to third lumbrical of left hand",80215
24129,"Posterior tubercle of right transverse process of cervical vertebra",24128
75624,"Tracheobronchial lymphatic chain",62865
25864,"Trabecular bone of transverse process of seventh cervical vertebra",25622
258641,"T3 segment of right cuneate fasciculus of spinal cord",258639
258649,"T4 segment of left cuneate fasciculus of spinal cord",258645
258647,"T4 segment of right cuneate fasciculus of spinal cord",258645
258643,"T3 segment of left cuneate fasciculus of spinal cord",258639
258645,"T4 segment of cuneate fasciculus of spinal cord",258625
52434,"Posterior vestibular vein",52432
59022,"Left superior conjunctival fornix",59017
70814,"Set of arteries of lower limb",63812
18825,"Left inferior vesical artery",18823
74644,"Melatonin",12278
23883,"Lower appendicular skeletal system",300860
42581,"Short vinculum of tendon of flexor digitorum superficialis to little finger",42574
45226,"Superficial fascia of left second toe",45219
35486,"Phalanx of ring finger",23914
20016,"Orifice of duct left greater vestibular gland",20013
78912,"Trunk of fifth common plantar digital nerve",78907
307640,"Medial root trunk segment of C8 root of left median nerve",307636
307644,"Median nerve component of trunk of anterior ramus of right first thoracic nerve",307642
307642,"Median nerve component of trunk of anterior ramus of first thoracic nerve",305401
307646,"Median nerve component of trunk of anterior ramus of left first thoracic nerve",307642
38084,"Trabecular bone of posterolateral part of body of fifth lumbar vertebra",38383
25102,"Cartilage of left superior articular facet of atlas",25100
58668,"A5 pulley of fibrous tendon sheath of finger",42727
21522,"Right corpus cavernosum proper of penis",20281
81250,"Pectoralis minor branch of lateral pectoral nerve",81246
52291,"Pleura of mediastinal surface of right medial basal bronchopulmonary segment",52290
49325,"Perimysium of right levator ani",21556
60479,"Eponychium of middle finger",60138
57103,"Synovial fluid of temporomandibular joint",12277
20937,"Ureteral part of right uterine artery",20936
67358,"Thoracic viscus",7085
329093,"Vasculature of left hand proper",329070
59784,"Mucosa of soft palate",85361
27319,"Muscle fasciculus of left bulbospongiosus",22027
273195,"Brodmann area 13 of left paraterminal gyrus",273191
273191,"Brodmann area 13 of paraterminal gyrus",271233
273193,"Brodmann area 13 of right paraterminal gyrus",273191
45291,"Posterior surface of hip",25244
71584,"Set of deep veins of upper limb",63814
17391,"Anterior surface of cecum",17383
86904,"Neural network of foot",86863
34392,"Periosteum of proximal epiphysis of left radius",34390
47763,"Epimysium of left lateral crico-arytenoid",47761
15535,"Lateral cutaneous tributary of ventral tributary of left lumbar vein",15529
60409,"Nail bed proper of right ring finger",60405
66243,"Left first posterior intercostal artery",66241
37768,"Synovial fluid of subtendinous bursa of right triceps brachii muscle",37767
17871,"Lumen of fundus of urinary bladder",18366
75272,"Left fibular bursa",75270
33842,"Trabecular bone of right tibia",33841
17273,"Inferior pelvic aperture",242873
25298,"Surface of back of hand",25264
32934,"Diaphysis of phalanx of fourth toe",226737
80687,"Trunk of inferior cervical cardiac branch of right vagus nerve to deep cardiac plexus",80686
10243,"Costotransverse ligament of sixth costotransverse joint",12163
54106,"Epimysium of left inferior rectus",54104
48282,"Fascia of splenius capitis",21792
70779,"Set of organs",55652
58345,"Conjunctival ring",11337
47723,"Muscle fasciculus of right palatopharyngeus",47722
13798,"Cavity of joint of head of left second rib",13784
26374,"Costal element of transverse process of fifth cervical vertebra",24125
263744,"Areolar connective tissue of capsule of adrenal gland",63897
263746,"Areolar connective tissue of adrenal medulla",63897
263740,"Areolar connective tissue of capsule of superior parathyroid gland",63897
263742,"Areolar connective tissue of capsule of accessory parathyroid gland",63897
263748,"Areolar connective tissue of stroma of adrenal gland",63897
40824,"Tendon of extensor indicis",9721
54303,"Hair of dorsum of right big toe",54302
67314,"Dendrite",61814
53969,"Epimysium of pyramidal muscle of auricle",53966
266093,"Dura mater of rootlet of spinal nerve",71238
266097,"Dura mater of posterior root of spinal nerve",266051
26609,"Posterolateral part of body of first thoracic vertebra",24288
266095,"Dura mater of anterior root of spinal nerve",266051
266091,"Leptomeninx",266075
266099,"Dura mater of posterior root of cervical nerve",266097
39802,"Bone of epiphysis of left ulna",39798
43489,"Surface of proximal metaphysis of second metatarsal bone",37313
11205,"Branch of posterior ramus of sacral nerve",5986
52354,"Pleura of peripheral diaphragmatic surface of left lung",52352
84091,"Class I major histocompatibility complex protein",84087
15236,"Radicular branch of spinal branch of left fourth lumbar artery",15226
60157,"Palmar layer of nail of left index finger",60146
81256,"Right paracentral lobule",77534
26526,"Left superior vertebral notch of seventh cervical vertebra",26520
265269,"Bartholin's duct",30320
265261,"Navicular fossa of female urethra",265259
23449,"Ulnar nerve sulcus of left humerus",23447
234498,"Subclavian lymph node",61213
50937,"Left middle temporal vein",50935
24124,"Surface of thorax",24122
33557,"Surface of intermediate cuneiform bone",43147
25488,"Dorsal surface of third toe",25482
76328,"Left mediastinal artery",10637
12075,"Left superior articular process of tenth thoracic vertebra",10054
15223,"Radicular branch of spinal branch of first lumbar artery",15128
44964,"Left tibial tubercle perforator",44961
69338,"Trunk of mediastinal artery",76305
40911,"Trabecular bone of phalanx of index finger",40230
68523,"Subsegmental part of superior segmental bronchial tree",68508
59638,"Subdivision of cavity of body part subdivision",274321
65662,"Set of branches of spinal nerve",63819
83937,"White matter of midbrain tegmentum",83936
71742,"Set of apical axillary lymph nodes",71741
34851,"Tibialis anterior surface of medial cuneiform bone",34849
84872,"Intermediate filament cytoskeleton",265706
328493,"Set of cranial neural crest cells",328492
10638,"Pericardial branch of aorta",66464
261525,"Fibrocollagenous connective tissue of pectinate muscle",84157
261527,"Fibrocollagenous connective tissue of pectinate muscle of right atrium",84157
261521,"Fibrocollagenous connective tissue of myocardium of inflow part of right ventricle",84157
261529,"Fibrocollagenous connective tissue of pectinate muscle of right auricle",84157
261523,"Fibrocollagenous connective tissue of septomarginal trabecula",84157
60928,"Facet of body of incus",60922
73796,"Left paratrigeminal nucleus",72599
33136,"Metaphysis of right tibia",33135
44577,"Left capsular metatarsophalangeal ligament",44532
18945,"L2 part of anterior internal vertebral venous plexus",18943
57454,"Posterior ethmoidal sinus",84115
36636,"Periosteum of proximal epiphysis of right third metacarpal bone",36635
55216,"Right lateral glosso-epiglottic fold",55040
21324,"Anal tributary of transverse tributary of right perineal vein",21250
70168,"Trunk of adductor brevis part of left obturator artery",70166
75713,"Zona pectinata of basilar membrane of right cochlea",75710
31902,"Superior margin of anterior arch of atlas",31924
319026,"Right pterygoid tuberosity",75786
319020,"Proximal tendon of medial pterygoid",54023
319028,"Left pterygoid tuberosity",75786
319024,"Proximal tendon of left medial pterygoid",319020
319022,"Proximal tendon of right medial pterygoid",319020
16249,"Left lateral surface of body of second lumbar vertebra",16242
40799,"Epimysium of right extensor pollicis longus",40792
59104,"Tarsal gland",59160
36235,"Compact bone of diaphysis proper of right first metacarpal bone",36234
76929,"Recess of tympanic membrane",9337
23852,"Articular cartilage of proximal epiphysis of right humerus",23851
41369,"Periosteum of proximal epiphysis of middle phalanx of left middle finger",41367
55573,"Capsule of left superior parathyroid gland",55570
